Genes	g0	g1	g2	g3	s0	s1	s2	s3	s4	s5
FGSG_01489	3.07984346240286	2.85603686736408	3.49333984488296	4.0625996679358	5.18054479151232	4.63420569251015	4.82334294565349	4.7775909790192	4.87554651473117	5.22854730400995
FGSG_01494	0	1.82651673597356	1.74111464060896	1.51040003068871	2.12884154147961	2.99339678061259	3.77644635707711	3.98728578874057	3.82065204116068	3.37927933609067
FGSG_01495	1.79713411676488	4.84386311460457	4.72834836092194	4.84163824065023	4.34642288808566	4.06432507408458	4.40094234686872	4.61121226220308	4.704029798673	5.64068174149401
FGSG_01496	2.9166583023965	4.74304439324111	4.10510905121859	3.95673566524964	4.14299139567447	6.63025226915819	6.90050733943936	7.13200145752731	6.37915183336723	5.02254385474969
FGSG_01490	4.68444743522216	4.8524474700983	4.30637546829091	4.273001808385	3.58289129085968	3.23924272595407	3.17180892122732	3.78923070641146	4.94968873004072	5.73838173016962
FGSG_01491	3.80927589440051	6.19731472181094	5.78707685627299	4.28484038959228	0	1.29662336391182	1.85992846557326	3.42098315829989	4.87260681730187	5.33370381193585
FGSG_01492	0	0	0	0	0	0	0	0	0	0
FGSG_01493	1.75652199454957	5.72686637979293	2.92087155470195	3.04475003680151	3.52562964208912	4.64613234311071	4.81844072411129	5.29966721117545	5.21371683287322	4.33704154268124
FGSG_01497	2.38949993090139	4.5057642076541	5.88592218414112	5.48713045040773	5.13957234357062	4.07662985447854	4.79958885484154	5.17041385158683	4.58702141659052	5.29255644082026
FGSG_01501	6.70398501971754	5.30295394086125	5.7798573033109	5.24722232781907	5.13315881802085	5.65058431388562	5.73845999627305	5.77790502428127	5.7625291705499	5.37590038452007
