Genes	Spore	Ger	Brch	Myc	Oidia	Scl	Knot	Pri	YFB
CC2G_001775	4.31813182362109	3.91648532115497	4.2114518791785	6.02420319704211	5.45562619539233	4.4308348986255	6.22332475208362	6.99953571237561	6.85642617605585
CC2G_005003	1.73761554516249	5.56777288755219	3.51834164118004	5.52987748322118	6.46571660200808	8.69783213671299	7.16139559999305	2.60810973081759	2.19421879162
CC2G_005000	7.83008448371321	9.356202646033	8.36874434935641	9.04886647206678	9.34326920053827	10.5368732886052	9.83366022308347	8.86563601422324	9.58128143869368
CC2G_005001	4.54836774877467	6.0210890963474	4.82083989569864	5.00994698507395	5.24060265330207	6.86335254702973	5.77817744160548	4.9521272178729	5.72682838324409
CC2G_005004	0	10.3263386646644	3.02586286099726	10.3528933882662	10.863435585065	10.9714637507928	10.0806598788283	2.93412251578966	3.55367236035541
CC2G_005007	0	0	1.5748996380659	4.05209002376426	3.46486797176272	5.84446541160203	4.32736318941898	3.06588077218373	5.61983550414193
CC2G_005008	0	0	0	0	0	1.88805080734359	0	0	0
CC2G_005011	0	3.49685593318413	3.20627218824457	1.67740041156677	1.56551366459583	0	1.54226849651749	1.36378061878283	1.03273013353787
CC2G_005009	4.98374773945603	3.50601695324329	4.76747440617724	4.1182906552138	4.4628022572989	4.0724714073486	4.35012601041399	4.79546227349334	4.49718369400487
CC2G_005010	0	1.11054955159662	0	0	0	0	0	2.36970524076026	0
CC2G_005012	1.47417810502246	2.92238762775476	2.75530611202944	3.11553102897548	2.93912642120487	1.82811428297635	2.49610338370484	3.16855030473186	1.81671503555951
CC2G_005014	0	4.2318612991934	2.52306233035245	2.20529924507074	2.0499510130486	4.29289861813709	3.71585632497283	0	0
CC2G_005015	0	0	0	0	0	0	0	0	0
CC2G_005020	3.93466297357332	3.08632746239735	2.37217330608548	3.17862686462278	3.20248231419729	3.64796894383644	3.74829466748294	3.31043653951916	4.64837759156769
CC2G_005021	4.02032896880836	3.74590417835875	3.39850269576833	4.29519053749269	4.16364997765927	4.95981125916921	5.17276854284179	3.9829215309298	4.51680778906849
CC2G_005026	1.76924947151246	0	1.12158868972389	0	0	0	0	1.29924417795042	1.98233399464584
CC2G_005027	0	0	1.43206470787305	1.62574624593517	1.1966966198717	1.75282357451124	3.04960786266176	0	0
CC2G_005022	0	0	1.13669749565554	3.30755896678312	2.44261609450496	1.58647191879212	2.8764829627612	3.01618015799431	2.96754832885873
CC2G_005023	6.89500900365494	5.22765555417411	5.40158437093157	4.51123197600514	4.68695730322746	5.39124201929236	5.4722828511827	5.05056881186377	6.08123867470517
CC2G_005165	2.11273383531665	0	0	0	0	0	0	0	0
CC2G_005166	1.25201901928783	0	0	1.52042386589317	1.77282791195987	1.56730517304122	1.13027277225822	1.50972818039709	0
CC2G_005167	2.9401978758971	1.26711242912975	2.38232328374535	3.13713330360553	3.31679922532076	3.3247495392325	2.54872114479169	3.12037624843929	1.99384363602224
CC2G_005170	0	0	0	1.16896813732999	1.3052466751355	1.27070111346852	1.76471485355628	1.38561374058182	0
CC2G_005171	0	0	1.04541141432633	1.96515593064073	2.25162355727966	2.1593237206639	2.66598418577284	2.10596431861113	1.27283523130285
CC2G_005168	5.88904767165754	5.69767279509831	6.37070049336894	6.72825646601969	6.77088889683347	5.98470788821424	6.44860523217314	7.31598203160243	7.60568207205355
CC2G_005169	3.30068615558884	3.88304379064561	3.41227546515308	5.75624384504231	4.84164918567745	4.53960994851424	4.98632322510261	4.39738524415394	6.55792772350622
CC2G_005172	2.30483909887892	0	1.23485154431879	2.11197948948818	1.60384244964726	1.08128947021723	2.06942975845323	1.6033965221134	2.4373375243373
CC2G_005173	6.11012266268284	3.83776650908397	4.02602655096369	5.42708778868413	5.40728393176922	5.00441154247141	5.46173055362974	5.31634283019937	5.03398908563502
CC2G_005174	1.10112123444739	0	2.71713089969041	3.30850553440591	3.11882853242898	3.76021133190958	3.09380799225675	2.5735842965932	1.71121594209137
CC2G_005175	0	0	2.22851332647795	4.72153881385142	3.08288508883261	3.89366739905975	4.27206885512146	0	0
CC2G_005182	4.19634758489827	0	2.96657570814887	2.30176472349694	2.78277943717119	4.3284555281609	5.25550052982725	6.20491155573221	4.84271436553808
CC2G_005183	2.42865553153586	0	0	0	0	1.27423115390735	1.41597476946861	2.57734370270744	1.72933503756399
CC2G_005184	0	0	3.50866804022897	0	0	0	0	0	0
CC2G_005185	1.47219301900707	1.5884283686478	3.7698102156556	4.27538569940826	5.09663804023799	5.32617397664101	8.28359369247097	4.03036962824221	5.80046602161885
CC2G_005186	3.40316151528365	2.10712168408091	4.02964320486936	4.1505670982934	4.06953823464374	4.44620294913559	4.76458053173888	4.95997549892578	4.00128064564368
CC2G_005176	1.8199603985536	2.32474071984836	4.74889279304884	4.91430601805602	4.47131213577563	4.44289497208644	3.16580738620363	3.16917690325358	2.68968928698896
CC2G_005177	6.61101700307895	5.81059198351261	6.57084685621667	6.79828490173704	6.85538700241745	6.87694851703745	7.17488693200769	6.50931482572217	7.16563923159478
CC2G_005178	4.20681106466733	5.75326297498065	7.0297183042427	6.25537824407869	6.44052319881414	5.72284744973906	5.92206519112657	6.3094589230747	8.84881291400568
CC2G_005179	8.48938150423849	7.96420723116663	9.10274022401905	8.18557355829854	8.16489455977629	6.71536870253751	7.65236534616389	7.0966208831538	7.15067874160598
CC2G_005180	4.98839771847167	3.79047576851865	4.14753967350125	3.0176916717703	3.31608928736889	2.22507170418757	2.89983452094412	3.03699253983121	3.31339559499449
CC2G_005181	9.91305970125502	2.6599373971689	0	0	0	0	0	3.8378652071271	2.48896425819905
CC2G_005190	0	1.25681249696095	0	0	0	0	0	0	0
CC2G_005188	6.63411698282635	6.35904858824901	5.18530083152131	6.23196930321234	6.68707089690376	8.118541079488	7.57798716029473	6.45366386257463	6.29949714973
CC2G_005192	5.45899320433533	6.02227302723585	6.73227413768052	6.16733438501864	6.44483111400451	6.92104342489547	6.31993224496931	6.68450136047635	7.43216844798293
CC2G_005193	3.63926087107543	6.18696855286899	4.07183295129636	5.86395778456317	7.70823284559594	8.66507118036598	7.49649211712595	4.29008368430409	4.80527866704971
CC2G_005194	8.226956607504	1.84500389843986	2.1814665713335	2.84909975592807	3.14855864809436	3.12065877151667	3.53586742274448	4.05888573467122	2.75331108953168
CC2G_005195	5.29347298839539	5.80881369218143	6.67817150256827	5.5808558513092	5.81272281650832	5.37082791101131	5.62671331869544	6.52803396527935	5.7443279401029
CC2G_005196	8.37133152487591	5.92495162724873	7.44642333232497	5.55806065626286	5.92552370457679	5.43374409897579	5.47514061121624	5.65907881147968	5.36787742814051
CC2G_005051	0	2.264774397218	2.84180898776517	3.31843453517057	3.25630141003816	2.91945364149024	3.05239848456947	1.26869848555754	0
CC2G_005063	0	0	0	0	0	0	0	0	1.34276826074629
CC2G_005117	0	0	1.86541835928094	0	0	0	1.13576237483167	1.17430835417505	1.46823517959178
CC2G_005028	5.22519669441823	5.68837115255671	4.68226274334448	5.62119895958176	5.94721524342656	5.10155518483383	6.35535724401607	5.1845052125959	6.65289262460298
CC2G_005029	1.11569318932133	1.50482595526254	0	1.32063974747392	1.39248861857671	1.09851578815469	1.73339403137372	1.08724586605065	1.62480065665656
CC2G_005030	5.73207520898975	7.17914269720837	4.58360693599066	5.52337783667261	5.74520225665848	5.26814284934902	5.65490547348969	5.02867431883802	5.06988757312257
CC2G_005032	0	0	0	0	2.6764144798192	0	4.2355702385762	3.32491884563972	3.56881595042012
CC2G_005033	0	0	0	0	0	1.0101288043228	1.0085576399062	0	0
CC2G_005034	2.95632056118428	1.39329398188461	1.7788562947562	4.27910375549666	3.30272637895086	4.9469003879994	4.41333091593177	2.16461410967528	2.40017440369124
CC2G_005035	1.42632635599385	5.28319374193106	2.94010570797256	5.92302242664286	6.60831703241653	8.70159235748172	8.06640273906142	1.26447890143309	1.4887168637983
CC2G_005036	2.57018166551592	5.33077004765171	6.17512078768144	6.99057784068558	6.67137143253382	6.73356807886424	6.73501482223498	3.56156653242701	5.44794013558713
CC2G_005037	6.96503789919835	5.53444497091324	5.36148315897479	5.1461627730953	5.37846767652349	6.22557843472414	6.22703269684637	5.88525379402199	5.90374046461675
CC2G_005038	4.81069992839644	7.63807737815984	8.15443350583649	6.90800556727389	7.014542285415	4.49091663137862	6.42523597447632	7.07647013750949	7.53724853742294
CC2G_005039	3.67986894539538	3.67038742413181	3.92171337078039	4.23278397111043	3.97361656723884	3.55040458575122	4.0644257881334	3.73800076668845	4.24094198233385
CC2G_005040	0	0	1.50322462130065	4.18556658409952	3.71579504939696	1.48867584765883	2.86433419183153	1.0844198362991	3.04593068210834
CC2G_005041	0	0	0	0	0	0	0	1.17726182192098	1.60304994874701
CC2G_005042	2.62917685871775	1.69843715587422	1.24836214833474	2.06021180912404	1.9258187502493	1.55614801901452	1.83829691360161	3.49896333486178	3.73814554679365
CC2G_005043	1.81407889623911	1.13292502024186	1.33082941663034	1.14249832148202	1.20889225189889	1.63875009696558	0	1.32331373261137	1.75308007814677
CC2G_005044	8.56185733993668	8.81800423062386	10.0422348182431	8.7203720258207	8.64344046232549	9.20897433999718	8.28413693842102	7.53891856132631	8.55732418962909
CC2G_005045	1.570845288127	5.39091044148999	4.75196107214064	4.82203208538689	5.08826330912569	4.60524397108283	5.07585264085203	4.06278127269757	3.19518466032989
CC2G_005046	0	0	1.42064968659567	0	0	0	0	2.20746534042543	0
CC2G_005047	0	1.23092325348339	1.01272553639165	0	0	0	0	3.72621504331881	3.60396592405569
CC2G_005048	0	0	0	0	0	0	0	3.72170047538717	3.31780769049964
CC2G_005050	6.07953703972271	5.35940162559883	6.07966138557816	5.6615806675189	5.76113084787333	5.50213751324373	5.25131635914164	5.93950667963487	6.33699006336184
CC2G_005054	3.66045862024484	1.44747251694253	3.30127201567418	3.97315109732971	3.48016525000298	2.83471437452748	3.82463918511532	2.58227257674274	2.7918061695628
CC2G_005055	3.48577549153328	2.9660726439335	4.37950728103597	3.0026313169695	2.98028410306342	3.02887051941036	2.95441966985979	3.37728683040521	4.80108646138004
CC2G_005056	6.20773709446918	7.05620392010846	8.54513225069932	7.06584971967515	6.69045797916066	6.47470389868124	6.32050962438603	7.13107347845639	8.65679823498971
CC2G_005057	6.75466098944649	10.5126928327975	9.91971760890738	7.72765695119985	7.92714794527808	7.2116414021655	6.91165884451758	8.12365680995874	8.37040609461931
CC2G_015296	0	0	0	0	0	0	0	0	0
CC2G_005058	0	2.07235048808487	3.61307227322603	3.94546307869921	3.36727365745565	3.82410526805296	3.70219271146529	3.04639998330222	1.58274546644555
CC2G_005059	3.86361859179734	2.27366162324975	3.72994239521057	3.4812411231784	3.89121658662251	3.66112029680887	4.22142737086492	4.72853723898312	5.57626031896206
CC2G_005060	8.04089720769042	7.65825475203711	9.13634160671509	7.35411840102757	7.73746184748601	7.03831447200262	7.1177363444589	7.75514435467682	7.09808261238785
CC2G_005061	5.22430727421508	5.66852756629967	5.67647590292186	6.57002941077298	6.74674935906779	6.1762910418151	6.3719107309387	6.58816380815328	8.36998582573405
CC2G_005064	0	0	1.64676761467105	1.57985947842741	1.41995983230029	0	0	1.5549249695087	2.94198227606311
CC2G_005065	1.63460109733817	8.2945113451052	3.94296804871508	1.86164795275228	1.72583261178413	0	0	0	0
CC2G_005066	4.00071743419232	9.4426070887393	7.72201897472316	6.76089795653378	6.02761348579153	4.83129951938158	5.424982072312	4.16497511025146	3.5454629213586
CC2G_005068	2.3728103530697	0	0	0	0	0	0	1.05132115222705	2.99851586831333
CC2G_005069	5.43511057393416	7.22793946383374	6.00292555596764	6.02399156761269	6.03391584634329	6.07894659551383	6.2749508657929	5.63638455743391	4.93143680089487
CC2G_005070	0	0	0	3.59225078810673	3.01961467813423	0	0	0	1.1838415590515
CC2G_005073	2.54341968774067	4.01047728097352	2.93167065071333	2.52369386441687	2.981778293614	2.30844377184175	3.16969958694294	2.94339549609959	1.65626227345753
CC2G_005075	0	1.91824401960611	1.58320576449554	2.55487900948822	2.51759354876813	2.67217857829091	2.45959785054585	1.75186774346919	2.12629901372562
CC2G_005076	3.3327734036862	6.78771664781561	6.49480293734344	7.68317996291993	7.49123161393569	6.9981194463888	7.49892601521883	6.19167785946495	6.92215443315269
CC2G_005077	7.20853404070648	6.45106789379629	7.07942328123164	6.96917615737503	7.17288911442121	7.05801540537628	7.04344141645193	7.75297079234463	7.86842100609043
CC2G_005079	0	2.14467155627485	0	3.41878687488597	3.25074359336282	0	0	4.29948994802858	4.32848085993792
CC2G_005080	2.45499271334125	3.17590316116157	3.55970198165383	5.55273768639644	5.18255661403257	4.8837927984589	5.24304330391715	5.2450769355024	5.47425967438134
CC2G_005082	0	0	1.39643676848848	3.74049077243357	3.85991527366637	0	1.27340965590078	2.02844288071795	2.56769860111005
CC2G_005083	5.7131662787889	6.22758033476428	6.18521644001397	5.78638328210876	5.89464112234576	4.85810955898953	5.29952359656076	6.08953826580866	6.1081550866543
CC2G_005084	9.34264088414532	7.79517686824176	6.67252126607558	6.95268763663955	6.6292796622193	7.49010069049772	7.42097829767768	6.67212217727276	7.66879719152303
CC2G_005085	5.50015190267026	5.32150069677097	5.01861927598395	6.47456372830084	6.01460359922733	5.37702556911666	5.67693211969868	4.15706832695016	5.04121846436931
CC2G_005086	0	0	0	2.72447540173458	1.99079529740074	3.050194879011	2.44313805247045	0	0
CC2G_005087	0	0	0	1.72105809151535	1.36324342542176	2.15224849092168	1.92871650092276	0	0
CC2G_005088	5.70224565266133	5.1741622669661	5.34093876546028	4.92755572726982	4.86809424022856	5.88152845437486	5.19271761740773	5.91650681157229	5.08688158933277
CC2G_005089	0	0	2.28047933286667	2.94888738457252	2.90759005129685	4.45549173365944	3.8047806662859	2.16355978825809	1.65792700290522
CC2G_005091	8.24143922111895	6.97513811768544	7.22990091534738	6.74746587516764	6.8633473019725	6.70866181526474	6.83579672915221	7.21977920943251	6.74138077139696
CC2G_005092	3.81434491750501	5.98398980876158	7.74049130521516	6.98348460374875	6.61142582792774	6.21591081517163	6.16836707680826	7.45562419322055	6.59090364996499
CC2G_005093	0	0	1.10213191658233	3.20967575386356	2.83332001318166	0	1.87899630835839	2.44804470947607	1.7771609464276
CC2G_005094	0	0	0	0	0	0	0	0	0
CC2G_005095	0	1.10024961942782	2.86198456105294	7.03619747991214	7.78746109547465	2.58057631111773	6.03702257819684	2.07724246833541	1.8407880354879
CC2G_005096	0	0	2.98465220930571	6.9938043597518	7.36246926574427	2.8515534035972	5.39493823844667	3.62967467047233	3.77993941867695
CC2G_005097	0	0	1.10316805479796	0	0	0	0	2.2130432539807	2.26440050302898
CC2G_005098	7.14218856068723	6.11863560660257	6.50907528487526	4.99969852204379	5.20216834384255	5.20964153332989	4.93092887832343	4.77963176192319	3.7857265867134
CC2G_005099	5.72858870503801	7.57152149868028	5.77851732288235	7.2007953283398	6.93965595749501	5.72361453354712	6.91190467229848	7.88927549918988	9.01520111214267
CC2G_005100	2.35655631718064	1.89967982751485	1.31305847267994	1.75682001147199	1.17350392565595	1.1198942640742	0	0	0
CC2G_005101	4.8141410006123	8.65839625308558	7.27765820104056	9.18749506544555	8.87391045773728	7.31355460086016	8.89023697788206	8.17789111415902	9.35993926862052
CC2G_005102	2.95186050516143	6.269806843618	4.38426209835666	4.63653031408648	5.16239386854565	4.9837347015141	5.03344233939872	3.41875305423119	4.57865611582339
CC2G_005104	2.05796566694132	4.39300833595034	6.02753571084527	3.7274359263666	3.08908668956386	3.10441902651584	3.44460633271604	3.49512681151055	4.7334617790976
CC2G_005105	0	1.72014261959651	2.09360970724549	0	0	0	0	0	0
CC2G_005106	0	4.31301780140443	2.4841074925042	1.80040642123081	2.13482637736106	1.86025913064367	2.67926073754619	2.20807010160779	1.76016670441698
CC2G_005107	0	1.34701144526924	0	0	0	0	0	0	0
CC2G_005109	2.57678151836808	2.47182158449115	2.11902167226732	3.21783288125405	3.33719462150703	4.34909930014749	3.67743147987184	2.85681167512172	2.52734269775788
CC2G_005110	7.01020848818833	5.93381512157365	6.70210788540655	6.33205232071879	6.28992045038189	6.2965998737412	6.16351796615985	6.85617318733455	5.39446501266948
CC2G_005111	4.88929661663039	7.9624104188261	8.03853686121034	5.80471041870223	6.02625832322588	4.46191797861867	5.09645628363713	5.70562385838494	6.35174263860535
CC2G_005112	6.00242317652721	6.02567639656502	6.41002716623285	6.65620903070992	6.74913137746073	6.37898089959314	6.75757452248137	7.35145052595787	7.91666283357793
CC2G_005113	1.1444900148534	2.34477667571698	3.20231932159345	6.15746062097403	5.1455119070003	7.89454122376016	6.91959302451003	6.25006968068965	4.21970414425393
CC2G_005114	0	0	0	0	0	1.25861430384739	0	0	0
CC2G_005116	0	0	0	0	0	0	0	0	0
CC2G_005118	0	0	1.19768523138301	2.0612161566176	2.14487797307491	0	1.63893457516342	1.76773703810041	2.03751879664667
CC2G_005119	2.55230564227189	0	0	1.07197783827391	0	2.07388700541104	2.33857194673048	2.23350784013224	2.10156802598461
CC2G_005120	7.02400702100279	7.17161998536767	6.71998043619188	6.55518694853261	6.58560499030633	7.48826642624257	6.96358523070503	6.7015666948642	6.58945493211601
CC2G_005143	0	1.01255131835509	0	0	0	0	0	0	0
CC2G_005144	1.26380792493015	6.4595253297063	2.82159269925694	3.371267238734	3.73377976110624	1.38108571522666	1.74275329248306	3.67383118808453	2.18481683474306
CC2G_005146	2.24250731449113	0	0	0	0	2.04353113542258	2.50465764918728	0	0
CC2G_005147	4.11369325353322	1.96741480230202	4.28440363037453	7.88842089040989	8.24626557612688	8.59641016073476	7.35585589191854	5.43361773292201	5.43461831958514
CC2G_005148	7.01361356661804	5.66130848849397	6.1358945147793	6.47249526739475	6.31312398886809	6.24316751589889	6.30316588277013	6.95741489054871	6.64584624918683
CC2G_005149	2.1837902878506	3.4289988231321	5.394801437303	4.25441870556119	4.28757848989585	4.4065576594439	4.12375894346273	4.06452541949982	1.88755055265758
CC2G_005150	0	1.80755224578336	1.3244811790297	2.34462898055094	3.18582860014969	1.602085194741	2.1991627251547	1.71058152870693	0
CC2G_005151	0	1.43618857265972	0	1.37299275607423	1.66978986997537	1.00613458551234	0	0	0
CC2G_005152	0	1.75148514529592	0	1.97888369457177	2.20003323058461	1.49855312402677	1.8136804897476	2.16148272364385	0
CC2G_005153	0	0	0	0	0	0	0	1.46490322180855	0
CC2G_005154	0	0	1.27678717724019	1.27122419266755	1.6004314661868	2.14720251343485	2.10127267920611	0	1.9207762257936
CC2G_005155	4.80043461174862	5.69156493813212	7.26974378927313	6.51386728342293	6.75443982258638	5.48845273295482	5.80210482198488	7.37261437588316	6.17251684860759
CC2G_005156	2.46419024472424	4.03389542332017	5.23299447222127	5.32822426028442	5.38596412093835	5.42349771740546	5.51946056698755	3.88105328275293	3.53010566829771
CC2G_005157	4.57838176375828	4.44108492086392	4.30740496035774	5.500876821603	5.59308216005225	5.76551292472377	5.47796612704653	4.5067704772956	4.38344717296691
CC2G_005158	0	1.11054955159662	2.73858246699341	3.35975746339976	2.79214017478395	2.38598856251562	3.22222437978543	3.1301372177548	2.48110882346121
CC2G_005159	6.16657540358908	4.18329390623838	5.21669291289216	5.87983796598054	6.04231789610795	5.43705246962684	6.01946839531614	6.55597573976062	7.41779767533688
CC2G_005161	1.30585737543762	0	2.3255394643448	2.96905661889027	2.4456405387785	3.15960882269622	2.53796361075215	1.18603184726996	0
CC2G_005162	7.85467608996874	6.95024523843299	6.20068286954976	6.25171549447351	6.32165268329863	7.03631500446251	7.05511498236157	6.57535727585178	6.9794727153267
CC2G_005163	0	0	1.47865152196293	1.97009155456901	1.81402146257396	0	1.50448716935883	2.73958551383511	1.16516673253313
CC2G_005198	8.53672012854287	6.9479884221314	6.37954018929667	7.01189119999919	6.90029005489061	8.22517676503333	7.99425819757463	7.47914283977059	9.04895561000854
CC2G_005199	2.77889078584407	4.20166570227919	2.84214145448261	3.11965252063717	3.19183459288889	3.79580251128511	3.16148996306477	3.35672274887933	4.42220332127294
CC2G_005200	2.78386287632863	0	1.20221292668849	0	0	0	0	1.53945773754083	0
CC2G_005207	0	0	0	0	0	0	0	0	0
CC2G_005204	8.1930342139071	8.71292377946175	6.48991189408902	7.36527265448417	7.37738545883931	7.98497864921068	8.49536929027542	7.05026624931871	8.8415253349778
CC2G_005208	3.64976920328575	2.01521578741526	2.54483650938347	2.46148680238193	2.66717007868726	2.14540453825088	1.99610399169433	3.74556716360932	3.65858388499537
CC2G_005209	4.26940215270553	2.12092909965735	3.72776673506653	2.9059241881143	3.30008651726717	2.6291025621605	2.22815059146306	3.80432813390679	3.99533831111668
CC2G_005210	5.94910122320938	5.29498891090951	5.98866201299072	5.41152353394177	5.51294988409439	5.73709175879706	5.50778648469639	6.18134406091545	5.42844878339922
CC2G_005211	1.33980522080851	4.60710252754238	4.75945483574262	3.13568761441778	3.1943218071594	4.08221320948434	4.06608011559691	2.19004359762501	3.97229603824836
CC2G_005212	0	0	0	0	1.01603443551234	0	1.81621107265595	4.03570283067247	2.30939683995515
CC2G_005213	0	2.14678847687851	2.11359477182533	1.33179476806045	2.56499497378775	1.79390979548348	3.75408617146864	5.44653301456297	3.6543131220873
CC2G_005214	6.81564185981197	7.5252538040984	7.94098341068403	7.52738367034926	7.51810378352315	6.95646294530486	7.08833145264569	7.65307082408632	6.42164773998241
CC2G_005215	5.02921585900055	6.53813138151176	6.42481926862886	7.48050651276199	7.33177213242431	7.86837802803049	7.48237224241397	5.56599917546741	7.18773709134838
CC2G_005216	4.06511418166987	2.73522429044055	3.97953517000829	4.91659390153089	4.91516367526442	4.33143929027129	4.92617255117295	5.03986099464695	6.17445061289358
CC2G_005217	8.44605984257584	9.20234631649418	7.50229311058502	8.54092776646033	8.41823368357131	9.41471348136452	8.42300558869412	7.13370056707074	7.47306430550443
CC2G_005218	0	0	1.16409596798879	1.25109832867858	1.46196097834931	1.87840649345895	1.85385670621822	1.55507093049754	1.93247262567871
CC2G_005219	2.20793682702508	2.04887217308908	2.80176973355108	3.58938979795315	3.65478928851136	3.74204361926545	4.31413635521668	4.80259428293479	4.55218045609523
CC2G_005220	1.88747997615521	6.26314379249756	5.02782596130277	7.56677862421362	7.12130362416846	7.09023082023445	6.49490098676238	7.08260289693901	6.19139533587693
CC2G_005221	2.84231478824937	3.4406730808307	3.68999050345233	5.24799480892825	4.81652728956335	4.81281748409232	5.15232682112286	4.71723511917503	4.47480519443411
CC2G_005222	0	0	2.11658318455124	2.85253910551255	2.28544033206156	2.96876302073703	2.16788962764131	1.20574710393136	3.26983864004276
CC2G_005223	2.3849781395267	7.07603928555078	6.47631732854558	7.05721577496194	6.48914510641932	7.33037336640535	6.79207224874184	2.93893060819994	2.77536359184881
CC2G_005224	3.20478703400654	4.12689683163628	5.71817838552547	5.76844918642945	4.97694660774386	5.06784604827481	5.66364830346329	5.68728622526623	4.55329677968279
CC2G_005225	2.27340612074206	5.32798400872028	3.15709685985602	4.23412057663351	5.24247152805954	4.50711527417109	4.76200969306423	3.86594904011149	4.43859366003521
CC2G_005226	4.04202806973984	2.30534028822734	1.90276826769661	3.7118196125683	3.70501326993812	3.33088489040277	4.32706603723331	4.34055208856573	1.98273512462454
CC2G_005227	0	1.33999397775235	1.10837007087995	3.15289119712111	2.46887457495111	2.00840936601626	2.43813561010973	3.51850592705034	1.94433289521871
CC2G_005228	3.77706106044227	5.94200163514654	6.64426193566796	5.13706582235798	5.49691682026327	3.31702529984657	4.33752664515786	6.24393166386332	5.41229413218376
CC2G_005229	2.92208303110952	5.13744130548951	4.35449589163116	5.10226278510442	5.30857458622155	4.17202005423124	5.23644536148675	4.06124789921918	4.24257923192135
CC2G_005230	8.41778899471957	7.86991417085325	6.74141249036493	6.15789000867251	6.2580712590661	6.54649283278758	6.06697021139436	5.67111225387284	4.24010534873321
CC2G_005231	8.0590910263616	7.37855142744359	6.56389297252698	5.49732112135233	5.79625399329361	6.15401236875705	5.30707804057492	4.94259929103928	3.62504140708825
CC2G_005232	0	0	0	1.01719665082505	0	0	1.30708814017165	0	0
CC2G_005234	0	0	0	0	0	0	2.12527546424999	1.02424642322397	2.69595151236639
CC2G_005233	7.21406737111803	6.90598057142795	5.85190788044072	5.5919956362112	5.53571133711639	5.35701487297191	5.14404857906043	6.32883019493988	5.43138320316141
CC2G_005235	5.44809956231433	8.70300658726223	6.61167813905755	6.41022341235181	8.46745403460823	7.98939153252773	8.41274496581555	6.4853976601833	9.00173419911245
CC2G_005236	5.96656392859251	4.84566449817918	5.18102397353303	5.88771005526144	5.89484523299238	5.93391072784449	6.00557329891876	6.35615382667149	6.03040688708589
CC2G_005237	2.45234208162306	1.11054955159662	4.98567540086899	2.5214920289402	2.56799601054082	3.40848208685259	5.31412025592533	4.73509593421594	4.40253292403369
CC2G_005238	5.70003994881475	5.06912978196686	5.36134824797608	6.32716819938687	5.93858573621772	6.45013062406892	5.86073222331229	6.63787785136287	7.66932863199799
CC2G_005239	6.84100289973355	6.13163554264064	7.08108559000908	5.9876415521385	6.11682410031478	5.70485326263079	5.54257370251402	5.58346779664241	7.27196348433184
CC2G_005240	3.59654989708703	5.25532467250402	4.51359848162405	5.11356576246246	5.56191412460479	6.91356403424135	5.63353583027182	4.12742098850186	3.94003095421047
CC2G_005241	8.24936711993785	5.82389453082285	7.54939681719175	5.62251098078157	5.90497236467538	6.31947176908898	5.52442407429885	6.36485824543988	4.98399378482332
CC2G_005242	4.94692764661504	5.00290546964166	5.20603941178686	4.53905811366079	4.58231588880111	4.06060362629464	4.54521940467867	4.5524011999504	3.96647914386324
CC2G_005243	5.19916627637142	4.7472110021534	6.00549018857379	6.34863734731083	6.74546422910374	6.64156504875325	6.2699140836548	6.20264657388493	7.18624839893098
CC2G_005244	1.9139578912416	0	1.34648275095751	2.58205872502833	2.78828144173091	5.33757828528172	5.18666089649897	1.58508671177951	5.69225334326979
CC2G_005245	1.36739152094962	0	1.58339392498697	2.44602178699713	3.28122161284766	3.58552406727047	3.48171647510204	0	2.35861403783236
CC2G_005246	3.18133034496571	1.11054955159662	3.80736459743602	4.57442296540714	4.78511859424766	5.19746592907905	5.84322384112636	4.93803275900074	3.20129502620503
CC2G_005247	2.81241748621247	4.99124470483269	5.56627236558413	6.35897522134708	5.98301545799691	6.06176447787397	6.3874823224543	5.22490885685658	2.86256793511791
CC2G_005248	2.99751071878821	8.61388639554099	6.83867295778988	8.27500330608024	8.21190443029953	8.91466914564919	7.82420304526342	8.16710835651772	10.0421101844984
CC2G_005260	6.87024085232834	5.7970791868167	6.50997726052934	6.15758996244865	6.32708090102645	6.45915092456232	6.74768264385443	6.66420365442017	6.50729725172079
CC2G_005262	3.43081596684342	2.36367383827614	2.64997542042715	2.84665083356822	2.72528127854321	3.57284168748191	3.25369269277131	2.45632388637052	2.55888715101591
CC2G_005263	6.01438651027609	2.79130040615693	3.22390749294891	3.50613297084769	3.46392571117261	4.09811377550286	3.9851444254455	4.06513360364314	7.62687912805929
CC2G_005250	5.06034745705636	1.99300470448252	4.61157173991972	5.17623429896854	5.25461900811164	6.0337460482608	6.45137118768675	4.90772017304897	4.83977392308929
CC2G_005251	9.76155289341304	7.15048253861818	6.42067818892802	6.46152876949729	6.20156440094301	7.68475920556876	7.1248081018012	5.90177768373495	7.14737094738173
CC2G_005252	5.45449905596341	8.47654914202093	8.50379058773618	8.21426578717852	8.37010089861536	7.79154273675617	7.60949576028419	9.53857475733531	10.734967277079
CC2G_005253	5.45756675298627	7.97676577962107	8.05040132458837	6.51853987529092	6.70535436127933	6.21472828033143	6.593133377227	6.85894410840762	5.68243647252603
CC2G_005254	1.36434260530047	0	0	1.31467257311711	1.22914090186595	1.08470688059871	1.34230805098747	1.4926057751551	1.01493260788754
