Genes	T0	T1	T2	T3	T4	T5	T6	T12	T16	T24
RO3G_15176	6.50392469108442	7.48685216480042	6.81234775607379	6.66359386619724	6.3884238505507	5.96967257916753	5.73082871799329	5.17774362567366	5.4350592874175	5.08812519747564
RO3G_15177	4.22144588468812	1.94098653699418	5.17322901586261	6.52003429579285	6.61848875053273	6.8248923386786	6.7583434977925	6.7305101424035	6.70310131871819	6.31253777640535
RO3G_15178	5.38788245785885	0	2.11859724370074	3.33208774507733	3.66848482291621	4.14274937350952	4.1521326074025	6.30785149603809	6.10621593578034	7.15289349035345
RO3G_15179	3.05336970410516	6.33432509505806	6.26135507760793	6.46441311560672	6.88382085315451	6.99602252409454	7.14541223563185	6.37545851584913	6.85048742526798	6.33851987255214
RO3G_15180	6.86806930347779	6.39846302981485	3.56149054262324	4.19844325711054	4.87176384226969	4.3968122900943	3.36531039283199	4.53486957162341	2.61600529468967	3.14185974224249
RO3G_15181	6.0570645488475	7.7379716572058	5.77244550267412	5.27115148787458	5.40311471492297	5.86363993912887	6.25168657640693	6.23814244385719	6.46778646367559	6.02369063634098
RO3G_15182	3.96504301449053	4.71621135678705	3.7928703861815	3.58653371805483	3.42512190929304	3.44784333725356	3.54198006024037	3.68781192918832	4.23201701253393	4.44177574065534
RO3G_15183	5.97851819329646	2.366733894206	3.50947474672629	3.16211073378964	3.19147173837649	3.48818401158495	3.68133451074848	4.48609343674876	4.66437815068793	5.37924993335185
RO3G_15184	4.16916127687218	2.95566754378491	3.49738263164435	2.52044467665945	3.76524692056251	3.8578090504637	3.87484833225806	4.491115990039	4.25921724202549	4.67899641505672
RO3G_15185	5.07571001888164	8.08735811088954	8.41998684068863	8.05291089698298	8.02675629284176	7.64045881826253	7.58560041977212	7.21855495359494	6.68241860097636	5.99838108903097
RO3G_15186	2.51905585842409	0	0	0	0	0	0	0	1.5713938775301	2.03191505517966
RO3G_15187	2.76852878278163	2.24866619322101	2.99069658964649	2.82312935771102	2.21476294581287	2.36119357209072	2.56437999959907	0	1.66527387110016	1.71140237580792
RO3G_15188	0	2.28914178534469	3.98977206912492	3.37560335224377	2.86540794307328	2.01538980246324	2.02050141838023	0	1.85132285862842	1.3628271678813
RO3G_15189	0	5.09428459788552	5.91659109657268	5.62882983183976	5.14684638541681	4.48951750562968	4.10545284279874	2.50868109224691	3.3119118286956	2.57174454348319
RO3G_15190	3.19765840500702	4.8306513239488	4.78886162671673	4.37941549091318	4.23951807903915	3.76325020784691	3.91277015775647	4.03605194101826	4.14841735275227	4.39515781717469
RO3G_15191	6.46711368288084	8.82855943071939	9.14444127950848	8.55532184137074	8.26233799798161	7.86817242934763	7.64729062675943	7.36309494662048	6.25164240713011	5.73939067125739
RO3G_15192	4.79112810842376	6.77788306916976	6.20906224375712	6.19755775138732	6.17924109586437	6.12429452148696	6.11302981991918	6.0778060126434	5.78737862164118	5.71319686195093
RO3G_15193	2.86330952676952	3.28013537080337	2.34289505858998	2.69876854886568	2.31678667666824	2.31202926195609	2.30618153334619	1.9121366549322	2.21261525959257	1.92838831060325
RO3G_15194	4.07113439204878	5.04777800076523	4.11191876003275	3.81341699329175	3.85032415346044	3.92683543539261	3.87110799141222	3.17039346306335	3.67436328552759	3.57873664416058
RO3G_15195	6.30918884188486	9.07860273464154	7.94690389566843	7.4954769968008	7.11900386532026	6.89822327129819	6.22862627711869	5.4590170907043	4.7701066297004	3.93184481604526
RO3G_15197	0	0	0	0	0	0	0	0	0	0
RO3G_15198	3.22182282729373	2.96239878806427	1.13425555491981	0	0	0	0	1.7529244251646	2.57531851454678	2.86340929343896
RO3G_15199	4.54787414463765	6.84822139309198	6.43011899905127	5.76258148254598	5.90249119741962	5.35475973328363	4.96386491905808	3.36373379345775	3.365855313462	2.25160224557484
RO3G_15201	3.73693189912836	3.16894262308287	3.61072170110436	3.70697097514497	4.08711502017934	3.95176005161364	3.75954279775154	3.30965589867616	4.09456049528791	3.88077987334423
RO3G_15202	6.52375158315681	6.10468899960903	5.90214432137857	5.60914347753533	5.75243101912235	5.44589928011184	5.33101759830567	5.07290040100854	5.24005256881543	5.05616475522862
RO3G_15205	0	1.10334514152365	0	0	0	0	0	0	0	0
RO3G_15206	0	1.41847548593912	1.29422487305748	1.13765959051324	0	1.31565557056078	0	0	0	1.02426355836731
RO3G_15207	0	0	0	0	0	0	0	0	0	1.65817246825843
RO3G_15210	0	0	0	0	0	0	0	0	0	0
RO3G_15211	0	0	0	0	0	0	0	0	0	0
RO3G_15212	3.16392148221086	0	0	0	0	0	0	0	0	0
RO3G_15213	6.33601099005044	3.91752724269103	3.5210222453782	3.53122498655536	3.43055142635835	3.39316378346164	3.73544478934684	3.60336853646066	3.11920240430955	3.18194623430408
RO3G_15214	4.27514144419744	3.97593992294484	3.26304561596403	3.73450997024722	3.79113555533851	3.90798032903798	4.07392874772539	4.24983612160277	4.15643198244663	4.0886594058993
RO3G_15215	1.38550797978658	1.41201994713685	0	0	1.825370093419	2.01558653430659	1.35050769688662	0	2.38019723240467	1.50420499760528
RO3G_15234	3.14735873600885	4.10691044221365	3.90899538605964	3.67909318365603	3.88112738428526	3.87004464250081	3.75765387024798	3.73767717239899	3.88775816251616	4.32109702628411
RO3G_15241	5.28422897543742	3.71961032817526	4.32218181858204	4.30709818537063	4.63524640333903	4.60412993608772	4.45628587019545	4.66518222240622	5.02036234266587	5.43299923241627
RO3G_15243	3.856123204058	5.44014648974524	5.48004216530964	5.68839937284849	5.76489311247826	6.00101418219517	5.91191027603829	5.81453482098683	5.88198614418385	5.24676582243118
RO3G_15242	7.23162544373341	7.13751464572908	7.88898703806223	8.59980940900222	8.6953028322667	9.03605064494609	9.26452133517326	9.9143320962389	9.86922053980474	10.2979293171709
RO3G_15244	6.31926654734049	8.49304040308385	7.85986724082387	7.60557623719528	7.32080182909952	6.93981178459712	6.66886580605958	5.55845677956447	5.51041452027103	5.07117008130754
RO3G_15248	0	0	0	0	0	0	0	0	0	0
RO3G_15249	0	0	0	0	0	0	0	0	0	0
RO3G_15267	0	0	0	0	0	0	0	0	0	0
RO3G_14350	0	0	0	0	0	0	0	0	0	0
RO3G_15266	0	0	0	0	0	0	0	0	0	0
RO3G_15250	1.40404225874245	1.90479232123899	1.21740696955844	1.41056602909772	1.10490730193658	0	1.05403359839708	0	1.1275411569081	1.34843091781632
RO3G_15259	1.14977910319773	2.22455905581689	1.71282706601543	1.78828264230741	1.37659556064815	1.3121222000833	1.08446768843399	1.44783873747261	0	1.80937409272579
RO3G_15268	0	0	0	0	0	0	0	0	0	0
RO3G_14357	0	0	0	0	0	0	0	0	0	0
RO3G_15265	0	0	0	0	0	0	0	0	0	0
RO3G_14352	0	0	0	0	0	0	0	0	0	0
RO3G_14361	0	0	0	0	0	0	0	0	0	0
RO3G_14363	0	0	0	0	0	0	0	0	0	0
RO3G_15246	6.08791998324714	4.71908309858822	4.5123318866584	4.45496401548931	4.41805120700551	4.57508340568185	4.47978048634408	3.93161283210443	4.94502161474407	5.15566123621669
RO3G_15247	5.19747169707262	4.03775006238845	3.69450755069102	3.67292582830927	3.39403524739515	3.56633763183796	3.81761146488323	3.55256015405923	4.39751054761908	4.4583915434881
RO3G_14355	1.08450801502267	1.40219325145664	0	0	0	0	0	0	0	1.06248637195083
RO3G_14365	0	0	0	0	0	0	0	0	0	0
RO3G_14364	5.42104402677803	6.09735299081606	5.00991821272933	4.69229144995807	4.41782282833856	4.64601509073251	4.84988652875821	4.52093498534485	5.22833417146409	5.21435566839389
RO3G_15233	7.70154031959081	6.76451800187791	9.34266084918845	10.5690258370565	11.0799918564751	11.2003400291575	11.1794389208199	11.7007638453566	11.2388082349946	11.3944086888229
RO3G_14366	6.90874528779314	6.88046461379725	5.82501206529081	5.25727968966849	5.02400523417786	4.65163126788282	4.85140672508872	4.60780338527366	4.43113182911992	3.99921201548357
RO3G_14369	0	0	0	0	0	0	0	0	0	0
RO3G_14370	3.41965216201316	2.96784036626893	2.22517905185114	1.85529198151005	2.29877501778233	2.30289347143679	2.25709873515531	2.31198916550706	3.3079093368682	3.77538990630149
RO3G_14372	0	0	0	0	0	0	0	1.12422461051706	1.00099444548725	1.63936386433841
RO3G_14371	3.33266636710202	4.53176438971458	3.25525523002415	2.74357971162494	2.41873784900751	3.05517361298288	3.23206516763659	2.99954600673101	3.84899043252775	3.99138107102726
RO3G_14367	5.03883679154672	5.74401471671111	5.39671709834688	5.04613035742254	4.82273621065483	4.96096474099927	4.92027897960857	5.03547911425181	5.05511491591899	4.93256093454926
RO3G_14374	6.10602778569043	4.57892231042087	4.84616236433532	4.58697310184433	4.43820212656659	4.39656763140026	4.29018943272277	3.7368966461683	3.93928696221167	3.68385599726283
RO3G_14375	6.93811861155966	7.13555581976773	5.81621465246788	5.05115262085047	4.75255109382379	4.27116995581224	4.25170890243642	4.00240772507225	4.13445620761082	4.09560749219268
RO3G_14376	6.56242403950499	5.96353337462333	5.40283761929718	4.94542922043625	4.63594846609744	4.80628868536394	4.77039921785288	6.35669331420918	5.66298013183808	6.36966905702379
RO3G_14383	1.97216230501285	0	0	0	0	0	0	0	0	0
RO3G_14377	6.15540065193079	3.2106119004181	3.7854801943763	4.32533614336889	4.0208608339182	4.09199434439645	4.20743404306042	5.38782377246825	5.26778490375584	4.78898715930248
RO3G_14378	6.47993516121927	4.08097148971128	5.01455794974749	5.60372521021527	5.40381586387117	5.60157915024841	5.42232560210124	5.61749471737208	6.08528089525094	6.60330352472918
RO3G_14379	1.68452303467786	1.35337313323806	1.1367098932139	0	1.36914886007677	0	0	1.09167775352767	1.23749558738196	2.46228243890275
RO3G_14380	3.17958549215145	2.39362062816251	3.71925077581962	4.40881796559301	4.76129375896176	4.99635149476074	5.1776836531126	5.57129317898581	5.59354362201312	5.90319357590652
RO3G_14381	3.21844066810096	1.42902274050258	3.19546457790368	4.49318887681835	5.26408543077308	5.39409546419192	5.41136633927338	6.13391950483156	5.46040520467562	6.07927306874273
RO3G_14382	5.28474450004089	3.94568512769324	4.32603569802927	4.6686923840787	4.84290428867894	4.88908807043272	4.76028411753798	5.32315565896703	5.00541454385784	4.91423534706143
RO3G_14386	0	0	0	0	0	0	0	0	0	0
RO3G_14385	4.31208592379803	3.55001738623235	3.75667930451063	2.75789130084286	3.28197518673001	3.36070605945353	3.21039015746781	2.89846780203835	3.16881244767801	3.17883863864568
RO3G_14391	1.80180318005709	0	0	0	0	0	0	0	0	0
RO3G_14395	1.39073688637155	2.45348537215099	3.81233461156461	4.49186380404647	4.93757354754797	4.98552081673088	5.1865950046795	4.97073077338192	4.95549047773429	4.79261313465664
RO3G_14393	4.40599033777327	2.12979104587286	2.92701173125992	2.58780441118546	2.84093186345616	3.15347237585151	3.162726912272	2.42046715133355	3.34283360706754	3.08852356786306
RO3G_14396	2.85419518324688	4.27549351392436	4.4718800575894	4.49073412941865	4.6547393688318	4.7073916779725	4.55318545626731	4.11167996183248	4.42552300079772	4.00895867591355
RO3G_14392	5.05707062990949	0	2.07265429177537	3.55271611271381	4.48993775677465	4.95247519446004	5.68290328883119	6.36070234025747	6.23222389214005	6.12795144065909
RO3G_14387	2.3998423157806	3.42271199897487	1.66158852684927	1.00230629003169	1.45044833738778	1.71201771927459	2.09893686380688	1.07319226811836	1.49344973829494	1.74754920193034
RO3G_14388	1.77006107878262	0	0	0	0	0	0	0	0	0
RO3G_14389	7.2637942666097	4.28274227486699	3.66312828386684	3.61108330921726	3.86282872748808	4.51617751601472	4.91919363201457	7.40618718684674	7.25701985212007	6.41821984460797
RO3G_14401	6.22375504368436	7.18160277940234	6.25218122438163	5.74904197926801	5.43484088378241	4.89659881938225	4.73461627900051	4.23467361648405	4.30944750780866	4.1365225358466
